group,function,value,sample_time_nanos,iteration_count
bench_group,blake2sp,32768,1755930.0,2
bench_group,blake2sp,32768,3533161.0,4
bench_group,blake2sp,32768,5210913.0,6
bench_group,blake2sp,32768,7061738.0,8
bench_group,blake2sp,32768,8699231.0,10
bench_group,blake2sp,32768,10441567.0,12
bench_group,blake2sp,32768,12171871.0,14
bench_group,blake2sp,32768,13934779.0,16
bench_group,blake2sp,32768,15618730.0,18
bench_group,blake2sp,32768,17428826.0,20
bench_group,blake2sp,32768,19154495.0,22
bench_group,blake2sp,32768,20899591.0,24
bench_group,blake2sp,32768,22582031.0,26
bench_group,blake2sp,32768,24407231.0,28
bench_group,blake2sp,32768,26102536.0,30
bench_group,blake2sp,32768,27819768.0,32
bench_group,blake2sp,32768,29640644.0,34
bench_group,blake2sp,32768,31317252.0,36
bench_group,blake2sp,32768,33010993.0,38
bench_group,blake2sp,32768,34800829.0,40
bench_group,blake2sp,32768,36546029.0,42
bench_group,blake2sp,32768,38220449.0,44
bench_group,blake2sp,32768,40000597.0,46
bench_group,blake2sp,32768,41726839.0,48
bench_group,blake2sp,32768,43477560.0,50
bench_group,blake2sp,32768,45232291.0,52
bench_group,blake2sp,32768,47048793.0,54
bench_group,blake2sp,32768,48715505.0,56
bench_group,blake2sp,32768,50725860.0,58
bench_group,blake2sp,32768,52193405.0,60
bench_group,blake2sp,32768,53906106.0,62
bench_group,blake2sp,32768,55685941.0,64
bench_group,blake2sp,32768,57376507.0,66
bench_group,blake2sp,32768,59143061.0,68
bench_group,blake2sp,32768,60902428.0,70
bench_group,blake2sp,32768,62632368.0,72
bench_group,blake2sp,32768,64364599.0,74
bench_group,blake2sp,32768,66199643.0,76
bench_group,blake2sp,32768,67816823.0,78
bench_group,blake2sp,32768,69742438.0,80
bench_group,blake2sp,32768,71399150.0,82
bench_group,blake2sp,32768,73066851.0,84
bench_group,blake2sp,32768,74987675.0,86
bench_group,blake2sp,32768,76599699.0,88
bench_group,blake2sp,32768,78236618.0,90
bench_group,blake2sp,32768,80009371.0,92
bench_group,blake2sp,32768,81760300.0,94
bench_group,blake2sp,32768,83614250.0,96
bench_group,blake2sp,32768,85261846.0,98
bench_group,blake2sp,32768,87054859.0,100
bench_group,blake2sp,32768,88688549.0,102
bench_group,blake2sp,32768,90473385.0,104
bench_group,blake2sp,32768,92150513.0,106
bench_group,blake2sp,32768,93887588.0,108
bench_group,blake2sp,32768,95803048.0,110
bench_group,blake2sp,32768,97612207.0,112
bench_group,blake2sp,32768,99121991.0,114
bench_group,blake2sp,32768,100959274.0,116
bench_group,blake2sp,32768,102556454.0,118
bench_group,blake2sp,32768,104826652.0,120
bench_group,blake2sp,32768,106063105.0,122
bench_group,blake2sp,32768,107782315.0,124
bench_group,blake2sp,32768,109593245.0,126
bench_group,blake2sp,32768,111233706.0,128
bench_group,blake2sp,32768,113183437.0,130
bench_group,blake2sp,32768,114751346.0,132
bench_group,blake2sp,32768,116538005.0,134
bench_group,blake2sp,32768,118286694.0,136
bench_group,blake2sp,32768,120176842.0,138
bench_group,blake2sp,32768,121772460.0,140
bench_group,blake2sp,32768,123688336.0,142
bench_group,blake2sp,32768,125280099.0,144
bench_group,blake2sp,32768,127135247.0,146
bench_group,blake2sp,32768,128958468.0,148
bench_group,blake2sp,32768,130447888.0,150
bench_group,blake2sp,32768,132243296.0,152
bench_group,blake2sp,32768,133970997.0,154
bench_group,blake2sp,32768,136035362.0,156
bench_group,blake2sp,32768,137471346.0,158
bench_group,blake2sp,32768,139053943.0,160
bench_group,blake2sp,32768,140894299.0,162
bench_group,blake2sp,32768,142793769.0,164
bench_group,blake2sp,32768,144384595.0,166
bench_group,blake2sp,32768,146292763.0,168
bench_group,blake2sp,32768,147840985.0,170
bench_group,blake2sp,32768,149558634.0,172
bench_group,blake2sp,32768,151379771.0,174
bench_group,blake2sp,32768,153153356.0,176
bench_group,blake2sp,32768,154903921.0,178
bench_group,blake2sp,32768,156570424.0,180
bench_group,blake2sp,32768,158387134.0,182
bench_group,blake2sp,32768,159993117.0,184
bench_group,blake2sp,32768,161692223.0,186
bench_group,blake2sp,32768,163546069.0,188
bench_group,blake2sp,32768,165211582.0,190
bench_group,blake2sp,32768,166998084.0,192
bench_group,blake2sp,32768,168863388.0,194
bench_group,blake2sp,32768,170362444.0,196
bench_group,blake2sp,32768,172137435.0,198
bench_group,blake2sp,32768,173993729.0,200
